annee,groupe,sanction,sexe,nombre,motif,type_sanction,source,conseil_discpline
2014,4,Déplacement d'office,H,2,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2014,4,Déplacement d'office,F,0,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2014,4,Déplacement d'office,H,1,Manquements à l’autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2014,4,Déplacement d'office,F,0,Manquements à l’autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2014,4,Déplacement d'office,H,3,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2014,4,Déplacement d'office,F,1,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2014,4,ETF jusqu'à 15 jours,H,19,Manquements aux sujétions de service,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2014,4,ETF jusqu'à 15 jours,F,1,Manquements aux sujétions de service,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2014,4,ETF jusqu'à 15 jours,H,10,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2014,4,ETF jusqu'à 15 jours,F,0,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2014,4,ETF jusqu'à 15 jours,H,1,Manquements à l’autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2014,4,ETF jusqu'à 15 jours,F,0,Manquements à l’autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2014,4,ETF jusqu'à 15 jours,H,11,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2014,4,ETF jusqu'à 15 jours,F,1,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2014,4,Radiation du tableau d'avancement,H,0,Manquements aux sujétions de service,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2014,4,Radiation du tableau d'avancement,F,0,Manquements aux sujétions de service,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2014,4,Radiation du tableau d'avancement,H,0,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2014,4,Radiation du tableau d'avancement,F,0,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2014,4,Radiation du tableau d'avancement,H,0,Manquements à l’autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2014,4,Radiation du tableau d'avancement,F,0,Manquements à l’autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2014,4,Radiation du tableau d'avancement,H,0,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2014,4,Radiation du tableau d'avancement,F,0,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2014,
2015,1,Abaissement d'échelon,H,1,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Abaissement d'échelon,F,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Abaissement d'échelon,H,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Abaissement d'échelon,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Abaissement d'échelon,H,1,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Abaissement d'échelon,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Abaissement d'échelon,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Abaissement d'échelon,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Avertissement,H,2,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,avant
2015,1,Avertissement,F,1,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,avant
2015,1,Blâme,H,10,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,avant 
2015,1,Blâme,F,1,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,avant
2015,1,Avertissement,H,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,après
2015,1,Avertissement,F,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,après
2015,1,Blâme,H,4,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,après
2015,1,Blâme,F,1,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,après
2015,1,Rétrogradation,H,1,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Rétrogradation,F,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,ETF de 3 mois à 2 ans,H,9,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,ETF de 3 mois à 2 ans,F,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Retraite d'office,H,1,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Retraite d'office,F,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Révocation,H,11,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Révocation,F,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Exclusion définitive,H,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Exclusion définitive,F,1,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Radiation des cadres,H,1,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Radiation des cadres,F,1,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Avertissement,H,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,avant
2015,1,Avertissement,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,avant
2015,1,Blâme,H,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,avant 
2015,1,Blâme,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,avant
2015,1,Avertissement,H,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,après
2015,1,Avertissement,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,après
2015,1,Blâme,H,2,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,après
2015,1,Blâme,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,après
2015,1,Rétrogradation,H,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Rétrogradation,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,ETF de 3 mois à 2 ans,H,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,ETF de 3 mois à 2 ans,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Retraite d'office,H,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Retraite d'office,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Révocation,H,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Révocation,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Exclusion définitive,H,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Exclusion définitive,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Radiation des cadres,H,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Radiation des cadres,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Avertissement,H,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,avant
2015,1,Avertissement,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,avant
2015,1,Blâme,H,2,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,avant 
2015,1,Blâme,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,avant
2015,1,Avertissement,H,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,après
2015,1,Avertissement,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,après
2015,1,Blâme,H,1,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,après
2015,1,Blâme,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,après
2015,1,Rétrogradation,H,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Rétrogradation,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,ETF de 3 mois à 2 ans,H,2,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,ETF de 3 mois à 2 ans,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Retraite d'office,H,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Retraite d'office,F,1,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Révocation,H,2,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Révocation,F,1,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Exclusion définitive,H,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Exclusion définitive,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Radiation des cadres,H,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Radiation des cadres,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Avertissement,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,avant
2015,1,Avertissement,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,avant
2015,1,Blâme,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,avant 
2015,1,Blâme,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,avant
2015,1,Avertissement,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,après
2015,1,Avertissement,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,après
2015,1,Blâme,H,2,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,après
2015,1,Blâme,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,après
2015,1,Rétrogradation,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Rétrogradation,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,ETF de 3 mois à 2 ans,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,ETF de 3 mois à 2 ans,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Retraite d'office,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Retraite d'office,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Révocation,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Révocation,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Exclusion définitive,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Exclusion définitive,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Radiation des cadres,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Radiation des cadres,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Déplacement d'office,H,1,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Déplacement d'office,F,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Déplacement d'office,H,1,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Déplacement d'office,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Déplacement d'office,H,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Déplacement d'office,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Déplacement d'office,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Déplacement d'office,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,ETF jusqu'à 15 jours,H,9,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,ETF jusqu'à 15 jours,F,4,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,ETF jusqu'à 15 jours,H,1,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,ETF jusqu'à 15 jours,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,ETF jusqu'à 15 jours,H,2,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,ETF jusqu'à 15 jours,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,ETF jusqu'à 15 jours,H,1,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,ETF jusqu'à 15 jours,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Radiation du tableau d'avancement,H,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Radiation du tableau d'avancement,F,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Radiation du tableau d'avancement,H,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Radiation du tableau d'avancement,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Radiation du tableau d'avancement,H,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Radiation du tableau d'avancement,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Radiation du tableau d'avancement,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Radiation du tableau d'avancement,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2015,
2015,1,Avertissement,H,50,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,avant
2015,1,Avertissement,F,11,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,avant
2015,1,Blâme,H,36,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,avant 
2015,1,Blâme,F,2,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,avant
2015,1,Avertissement,H,0,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,après
2015,1,Avertissement,F,0,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,après
2015,1,Blâme,H,4,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,après
2015,1,Blâme,F,0,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,après
2015,1,Déplacement d'office,H,0,Actes collectifs d'indiscipline,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,Déplacement d'office,F,0,Actes collectifs d'indiscipline,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,Déplacement d'office,H,0,Discrimination,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,Déplacement d'office,F,0,Discrimination,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,Déplacement d'office,H,1,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,Déplacement d'office,F,0,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,Déplacement d'office,H,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,Déplacement d'office,F,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,Rétrogradation,H,0,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,Rétrogradation,F,0,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,ETF de 3 mois à 2 ans,H,3,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,ETF de 3 mois à 2 ans,F,0,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,Retraite d'office,H,0,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,Retraite d'office,F,0,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,Révocation,H,0,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,Révocation,F,0,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,Exclusion définitive,H,1,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,Exclusion définitive,F,0,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,Radiation des cadres,H,0,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,Radiation des cadres,F,0,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,Avertissement,H,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,avant
2015,1,Avertissement,F,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,avant
2015,1,Blâme,H,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,avant 
2015,1,Blâme,F,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,avant
2015,1,Avertissement,H,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,après
2015,1,Avertissement,F,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,après
2015,1,Blâme,H,5,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,après
2015,1,Blâme,F,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,après
2015,1,Rétrogradation,H,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,Rétrogradation,F,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,ETF de 3 mois à 2 ans,H,1,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,1,ETF de 3 mois à 2 ans,F,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Retraite d'office,H,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Retraite d'office,F,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Révocation,H,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Révocation,F,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Exclusion définitive,H,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Exclusion définitive,F,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Radiation des cadres,H,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Radiation des cadres,F,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Abaissement d'échelon,H,0,Actes collectifs d'indiscipline,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Abaissement d'échelon,F,0,Actes collectifs d'indiscipline,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Abaissement d'échelon,H,0,Discrimination,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Abaissement d'échelon,F,0,Discrimination,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Abaissement d'échelon,H,0,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Abaissement d'échelon,F,0,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Abaissement d'échelon,H,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Abaissement d'échelon,F,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,ETF jusqu'à 15 jours,H,0,Actes collectifs d'indiscipline,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,ETF jusqu'à 15 jours,F,0,Actes collectifs d'indiscipline,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,ETF jusqu'à 15 jours,H,0,Discrimination,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,ETF jusqu'à 15 jours,F,0,Discrimination,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,ETF jusqu'à 15 jours,H,5,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,ETF jusqu'à 15 jours,F,1,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,ETF jusqu'à 15 jours,H,1,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,ETF jusqu'à 15 jours,F,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Radiation du tableau d'avancement,H,0,Actes collectifs d'indiscipline,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Radiation du tableau d'avancement,F,0,Actes collectifs d'indiscipline,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Radiation du tableau d'avancement,H,0,Discrimination,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Radiation du tableau d'avancement,F,0,Discrimination,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Radiation du tableau d'avancement,H,0,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Radiation du tableau d'avancement,F,0,Atteinte à l'institution et devoir de réserve,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Radiation du tableau d'avancement,H,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Radiation du tableau d'avancement,F,0,Infractions aux réglementations spécifiques,Atteintes aux valeurs de l'institution policière et à l'ordre public,Bilan social 2015,
2015,2,Abaissement d'échelon,H,0,Violences illégitimes ou traitements dégrandants,Atteintes à la dignité et à l'intégrité de la personne,Bilan social 2015,
2015,2,Abaissement d'échelon,F,0,Violences illégitimes ou traitements dégrandants,Atteintes à la dignité et à l'intégrité de la personne,Bilan social 2015,
2015,2,Abaissement d'échelon,H,0,Accidents,Atteintes à la dignité et à l'intégrité de la personne,Bilan social 2015,
2015,2,Abaissement d'échelon,F,0,Accidents,Atteintes à la dignité et à l'intégrité de la personne,Bilan social 2015,
2015,2,Abaissement d'échelon,H,0,Comportement déviant à caractère sexuel,Atteintes à la dignité et à l'intégrité de la personne,Bilan social 2015,
2015,2,Abaissement d'échelon,F,0,Comportement déviant à caractère sexuel,Atteintes à la dignité et à l'intégrité de la personne,Bilan social 2015,
2015,2,Abaissement d'échelon,H,0,Harcèlement,Atteintes à la dignité et à l'intégrité de la personne,Bilan social 2015,
2015,2,Abaissement d'échelon,F,0,Harcèlement,Atteintes à la dignité et à l'intégrité de la personne,Bilan social 2015,
2015,2,Abaissement d'échelon,H,0,Ivresse / Stupéfiants,Atteintes à la dignité et à l'intégrité de la personne,Bilan social 2015,
